member_type,n_rows,n_valid,n_invalid,nominal_min,nominal_median,nominal_max,unit
rc_beam_flexure,1728,1728,0,91.46805882352942,394.9293176470588,1310.5204411764705,kN_m
rc_short_column_axial,768,768,0,1874.7,9135.875,30700.8,kN
